# Story words added to the vocabulary list (tools/build_vocab_data.py, "From stories" units S1...).
#
# Every word here was met in a Kanji Trail story, had no curriculum entry, and was reviewed as worth
# studying: common in speech or writing (JMdict priority-tagged), not a name, not a grammar pattern, and
# not a spelling of an entry the list already teaches. Pinned to an exact JMdict entry (ent_seq) so a
# homograph cannot slip in: のぞく is 覗く "to peek", not 除く "to remove".
#
# Add a line when tools/check_story_vocab.py reports a story word that deserves a real entry (see
# story-writing-guide.md §5a). Columns, tab-separated: surface, reading, JMdict ent_seq, first story
# level it appeared at, English (for humans; the build takes meanings from JMdict).
消しゴム	けしごむ	1350080	L4	eraser; rubber
蹴る	ける	1333400	L4	to kick
こう	こう	1004310	L4	in this way; like this; so
ここ	ここ	1288810	L4	here; this place
答える	こたえる	1449540	L4	to answer; to reply
コップ	こっぷ	1050390	L4	glass (drinking vessel); tumbler
子どもたち	こどもたち	1307870	L4	children; kids
小人	こびと	2860036	L4	little person (in folklore and fantasy, e.g. 
混む	こむ	2849867	L4	to be crowded; to be packed; to be congested
ごちそう	ごちそう	1593590	L4	treat (esp. food and drink); entertainment; t
最後まで	さいごまで	1293830	L4	to the end; to the last
咲く	さく	1297210	L4	to bloom; to flower; to blossom
叫び声	さけびごえ	1235900	L4	shout; yell; scream
差す	さす	1291330	L4	to shine
さっき	さっき	1005180	L4	a short while ago; a moment ago; just now
触る	さわる	1357980	L4	to touch; to feel; to handle
しおれる	しおれる	1158690	L4	to wither; to wilt; to droop
司書	ししょ	1306670	L4	librarian
しばらく	しばらく	1304420	L4	for a moment; for a minute
しわ	しわ	1569740	L4	wrinkle; crease
時刻表	じこくひょう	1316230	L4	timetable; schedule
じっと	じっと	1005870	L4	motionlessly (e.g. stand, wait); (be) still
ジャム	じゃむ	1065680	L4	jam
十月	じゅうがつ	1334570	L4	October
すぐ	すぐ	1430610	L4	immediately; at once; right away
すぐに	すぐに	1430620	L4	immediately; right away; at once
少しずつ	すこしずつ	1348880	L4	little by little; bit by bit
全て	すべて	1595730	L4	everything; all; the whole
すると	すると	1006280	L4	(and) then; and; thereupon
ずきん	ずきん	1450830	L4	headgear (esp. one made of cloth); hood; kerc
ズボン	ずぼん	1074260	L4	trousers; pants
背負う	せおう	1472860	L4	to carry on one's back
船頭	せんどう	1736390	L4	captain (of a Japanese-style boat); skipper
そこ	そこ	1006670	L4	there (place relatively near listener)
そこで	そこで	1406090	L4	so; accordingly; now
そして	そして	1006730	L4	and; and then; thus
そっと	そっと	1006810	L4	softly; gently; quietly
その間	そのあいだ	2712120	L4	in the meanwhile; during the time
その後	そのあと	1006860	L4	after that; afterwards; thereafter
それぞれ	それぞれ	1596690	L4	each; respectively
そんなに	そんなに	2008740	L4	so much; so; like that
ソーセージ	そーせーじ	1075300	L4	sausage
助かる	たすかる	1344380	L4	to be saved; to be rescued; to survive
楽しみにする	たのしみにする	1207260	L4	to look forward to
旅人	たびびと	1553210	L4	traveller; traveler; wayfarer
たまる	たまる	1552650	L4	to collect; to gather; to save
短刀	たんとう	1418800	L4	short sword; knife; dagger
だが	だが	2055530	L4	but; however; (and) yet
だめ	だめ	1409110	L4	no good; not serving its purpose; useless
小さな	ちいさな	2136180	L4	small; little; tiny
茶色い	ちゃいろい	1983730	L4	light brown; tawny
茶わん	ちゃわん	1597530	L4	rice bowl; tea cup; teacup
疲れ果てる	つかれはてる	1483760	L4	to get tired out; to be exhausted
次に	つぎに	2600340	L4	next; then; after that
机	つくえ	1220210	L4	desk
つける	つける	1495770	L4	to attach; to join; to connect
つながる	つながる	1251880	L4	to be connected (to); to be joined together; 
つぼみ	つぼみ	1571800	L4	(flower) bud
摘む	つむ	1437060	L4	to pick; to pluck
てっぺん	てっぺん	1440340	L4	top; summit; apex
天気予報	てんきよほう	1438770	L4	weather forecast; weather report
盗賊	とうぞく	1448470	L4	thief; robber; burglar
ところが	ところが	1008570	L4	even so; however; still
図書室	としょしつ	1370440	L4	library (usu. single-room); small library
年を取る	としをとる	1468190	L4	to grow old; to age
閉じ込める	とじこめる	1508560	L4	to lock up; to shut up; to imprison
飛び起きる	とびおきる	1485290	L4	to jump up to one's feet
泊める	とめる	1474860	L4	to give shelter to; to lodge; to put up
取り除く	とりのぞく	1326780	L4	to remove; to deinstall; to take away
トンネル	とんねる	1087630	L4	tunnel
どんどん	どんどん	1009320	L4	drumming (noise); beating; pounding
ない	ない	1529520	L4	nonexistent; not being (there)
なかなか	なかなか	1599420	L4	very; considerably; easily
流れ込む	ながれこむ	1552150	L4	to flow into; to pour into; to stream into
鳴く	なく	1532870	L4	to make sound (of an animal); to call; to cry
二度と	にどと	2110850	L4	never again
縫う	ぬう	1517700	L4	to sew; to stitch
寝かせる	ねかせる	1359970	L4	to put to bed; to let sleep
ネックレス	ねっくれす	1093000	L4	necklace
寝床	ねどこ	1360150	L4	bed; berth; crib
農夫	のうふ	1470760	L4	(male) farmer; peasant; farmhand
乗り上げる	のりあげる	1354950	L4	to run up onto (e.g. sidewalk); to run agroun
乗り場	のりば	1600520	L4	place for boarding vehicles; bus stop; bus te
呪い	のろい	1330100	L4	curse; spell; malediction
ノート	のーと	1093450	L4	notebook; copy-book; exercise book
走り出す	はしりだす	1402480	L4	to begin to run; to start running; to break i
鉢	はち	1477090	L4	bowl; pot; basin
八月	はちがつ	1476730	L4	August
花びら	はなびら	1194520	L4	petal
バス停	ばすてい	1098580	L4	bus stop
日当たり	ひあたり	1601420	L4	exposure to the sun; sunny place
光る	ひかる	1272820	L4	to shine; to glitter; to be bright
引き返す	ひきかえす	1169140	L4	to turn back; to go back; to come back
日ごと	ひごと	1730220	L4	every day; daily
人たち	ひとたち	1368740	L4	people
一つずつ	ひとつずつ	1575930	L4	one by one; one each; one at a time
一晩	ひとばん	1165960	L4	one night; one evening
一晩中	ひとばんじゅう	1611360	L4	all night long; all through the night
ひび	ひび	1010590	L4	crack; fissure
冷やす	ひやす	1556770	L4	to cool; to chill; to refrigerate
ふさがる	ふさがる	1602570	L4	to be closed; to be blocked; to be healed (e.
ふさぐ	ふさぐ	1602590	L4	to stop up; to close up; to block (up)
振る	ふる	1361330	L4	to wave; to shake; to swing
震える	ふるえる	1366310	L4	to shiver; to shake; to quake
振る舞う	ふるまう	1603090	L4	to behave; to conduct oneself; to act
ぶら下がる	ぶらさがる	1011240	L4	to hang down (from); to dangle; to swing
閉館	へいかん	1508620	L4	closing (for the day; of a library, museum, c
返却	へんきゃく	1512180	L4	return of something; repayment
ベランダ	べらんだ	1119940	L4	balcony
ベルト	べると	1120070	L4	belt (worn around the waist)
ページ	ぺーじ	1120410	L4	page
吠える	ほえる	1603420	L4	to bark; to howl; to bay
ほか	ほか	1203260	L4	another place; some other place; somewhere el
歩道橋	ほどうきょう	1514430	L4	footbridge; pedestrian bridge; pedestrian ove
防波堤	ぼうはてい	1520560	L4	breakwater; mole
前足	まえあし	1581120	L4	forefoot; forefeet; foreleg
曲がり角	まがりかど	1239710	L4	(street) corner; turn (in the road); bend
また	また	1524930	L4	again; once more; once again
真っ黒	まっくろ	1604050	L4	pitch-black; jet-black; black
丸	まる	1216250	L4	circle
道に迷う	みちにまよう	2132030	L4	to lose one's way; to get lost
みんな	みんな	1202150	L4	everyone; everybody; all
麦茶	むぎちゃ	1476230	L4	barley tea
目が覚める	めがさめる	2143090	L4	to wake up; to awake; to perk up
めくる	めくる	1257810	L4	to turn over; to turn (pages); to leaf throug
目覚まし	めざまし	1535340	L4	alarm clock
目覚まし時計	めざましどけい	1604940	L4	alarm clock
目の前	めのまえ	1808020	L4	before one's eyes; in front of one; under one
目を覚ます	めをさます	1535200	L4	to wake up
もう一度	もういちど	2005860	L4	once more; again
もたれる	もたれる	1564380	L4	to lean against; to lean on; to recline on
もてなし	もてなし	1012630	L4	hospitality; reception; treatment
物置	ものおき	1502690	L4	storage room; storeroom; lumber room
やがて	やがて	1012730	L4	before long; soon; shortly
約束どおり	やくそくどおり	2131660	L4	as promised
約束を守る	やくそくをまもる	2100680	L4	to keep a promise; to keep one's word
やぐら	やぐら	1559990	L4	turret; watchtower
やる	やる	1012980	L4	to do; to undertake; to perform
ゆうべ	ゆうべ	1542640	L4	last night; yesterday evening
指さす	ゆびさす	1309790	L4	to point at
揺れる	ゆれる	1545710	L4	to shake; to sway; to rock
ようやく	ようやく	1394600	L4	finally; at last
読みにくい	よみにくい	1688500	L4	hard to read; illegible
弱る	よわる	1324650	L4	to weaken; to grow weak; to wane
ライト	らいと	1137950	L4	light
猟師	りょうし	1554450	L4	hunter; huntsman
レジ	れじ	1145130	L4	(cash) register
老婆	ろうば	1561130	L4	old woman
渡し船	わたしぶね	1444600	L4	ferry; ferryboat
わら	わら	1562710	L4	straw
空き家	あきや	1675850	L5	vacant house; unoccupied house
あこがれる	あこがれる	1453810	L5	to long for; to yearn for; to hanker after
朝一番	あさいちばん	2135190	L5	first thing in the morning
朝焼け	あさやけ	1428380	L5	morning glow; sunrise colors; sunrise colours
あせる	あせる	1350780	L5	to be in a hurry; to be impatient; to be anxi
あっという間に	あっというまに	1000390	L5	in an instant; in a flash; in the blink of an
後で	あとで	1269350	L5	later (on); afterwards
言い返す	いいかえす	1264290	L5	to talk back; to answer back; to retort
イギリス	いぎりす	1021160	L5	United Kingdom; UK; Britain
いくつか	いくつか	1219970	L5	(a) few; some; several
石垣	いしがき	1382540	L5	stone wall
石段	いしだん	1382720	L5	(flight of) stone steps; stone stairway
痛める	いためる	1432720	L5	to hurt; to injure; to cause pain
一番上	いちばんうえ	2103660	L5	highest; uppermost; topmost
一夜	いちや	1576310	L5	one night; all night; overnight
いつの間にか	いつのまにか	1188850	L5	before one knows; before one becomes aware of
祈る	いのる	1222770	L5	to pray; to say a prayer; to say grace
今ごろ	いまごろ	1289160	L5	about this time; about now
いらっしゃい	いらっしゃい	1000920	L5	come; go; stay
いらっしゃる	いらっしゃる	1000940	L5	to come; to go; to be (somewhere)
イルカ	いるか	1201670	L5	dolphin (or other small toothed whales, incl.
浮かび上がる	うかびあがる	1497350	L5	to rise to the surface
浮く	うく	1497420	L5	to float
薄れる	うすれる	1475520	L5	to fade; to become dim
打ち明ける	うちあける	1588130	L5	to confide; to reveal; to disclose
うちわ	うちわ	1419250	L5	uchiwa; type of traditional Japanese handheld
美しさ	うつくしさ	2765450	L5	beauty
埋もれる	うもれる	1524540	L5	to be buried; to be covered; to be hidden
敬う	うやまう	1250700	L5	to show respect for; to revere; to honour
エプロン	えぷろん	1029760	L5	apron
絵馬	えま	1577420	L5	votive tablet; wooden tablet usu. filled out 
エメラルド	えめらるど	1029970	L5	emerald
縁側	えんがわ	1177630	L5	engawa; external corridor on the outer side o
縁台	えんだい	1177640	L5	bench
王	おう	1629200	L5	king; ruler; sovereign
大きさ	おおきさ	1412910	L5	size; dimensions; volume
大波	おおなみ	1414760	L5	billow; surge; large wave
おかえり	おかえり	1612780	L5	return
起き上がる	おきあがる	1223650	L5	to rise; to get up; to stand up
遅らせる	おくらせる	1422010	L5	to delay; to postpone; to put off
送り	おくり	1402630	L5	seeing off; sending off
送り出す	おくりだす	1402680	L5	to show (someone) out; to see (someone) off; 
押し流す	おしながす	1180450	L5	to wash away; to sweep away; to carry away
お葬式	おそうしき	2854977	L5	funeral
落ち葉	おちば	1585070	L5	fallen leaves; leaf litter; falling leaves
落とし穴	おとしあな	1548640	L5	pitfall; trap; pit
お願い	おねがい	2036870	L5	request; favour (to ask); wish
帯	おび	1410410	L5	obi (kimono sash)
お参り	おまいり	1001950	L5	visit (to a shrine, grave, etc.); worship
おまわりさん	おまわりさん	1002120	L5	police officer
思い浮かべる	おもいうかべる	1658200	L5	to remember; to recall; to call to mind
思い込む	おもいこむ	1309230	L5	to be convinced (that); to be under the impre
親方	おやかた	1365360	L5	master; boss; chief
海賊	かいぞく	1201600	L5	pirate
懐中電灯	かいちゅうでんとう	1200600	L5	(electric) torch; flashlight
買い取る	かいとる	1473640	L5	to buy; to purchase; to buy out
カウンター	かうんたー	1036930	L5	counter; counting device
帰す	かえす	1221240	L5	to send (someone) back; to send (someone) hom
変える	かえる	1510650	L5	to change; to alter; to transform
書き初め	かきぞめ	1589950	L5	first calligraphy of the year
書き留める	かきとめる	1343940	L5	to write down; to make a note of; to put on r
書き残す	かきのこす	1701810	L5	to leave (a note, will, etc.) behind
賭け	かけ	1590040	L5	bet; wager; stake
欠ける	かける	1253920	L5	to chip; to be chipped; to break (off)
賭ける	かける	1444840	L5	to wager; to bet; to risk
囲い	かこい	1155950	L5	enclosure; fence; wall
重なる	かさなる	1335800	L5	to be piled up; to lie on top of one another
片足	かたあし	1681050	L5	one foot; one leg
カタカナ	かたかな	1511600	L5	katakana; angular Japanese syllabary used pri
窯	かま	1546450	L5	stove; furnace; kiln
紙袋	かみぶくろ	1311580	L5	paper bag
乾かす	かわかす	1209630	L5	to dry (clothes, etc.); to desiccate
川下	かわしも	1390050	L5	downstream
川辺	かわべ	1636650	L5	riverside; riverbank; edge of a river
看護師	かんごし	1928100	L5	(hospital) nurse; registered nurse; RN
ガラス戸	がらすど	1610800	L5	glass door
気がつく	きがつく	1591050	L5	to notice; to realize; to realise
きちんと	きちんと	1003400	L5	properly; accurately; exactly
きっと	きっと	1003430	L5	surely; undoubtedly; almost certainly
狐	きつね	1267340	L5	fox (esp. the red fox, Vulpes vulpes)
木戸	きど	1534630	L5	wicket gate; wooden door
気にする	きにする	1221680	L5	to mind (negative nuance); to care about; to 
気になる	きになる	1221690	L5	to weigh on one's mind; to bother one; to wor
救出	きゅうしゅつ	1229180	L5	rescue; extricate; reclaim
きれい	きれい	1591900	L5	pretty; lovely; beautiful
切れ端	きれはし	1384930	L5	fragment; scrap; cut end
気を失う	きをうしなう	2083650	L5	to lose consciousness; to faint; to black out
逆風	ぎゃくふう	1227190	L5	headwind; adverse wind
ぎりぎり	ぎりぎり	1003660	L5	just barely; only just; at the very limit
くぐる	くぐる	1609710	L5	to go under; to pass under; to go through
口ずさむ	くちずさむ	1275720	L5	to hum (a tune); to sing to oneself; to croon
暗闇	くらやみ	1154370	L5	darkness; the dark
軍艦	ぐんかん	1247830	L5	warship; battleship
境内	けいだい	1236020	L5	grounds (esp. of shrines and temples); compou
家来	けらい	1192530	L5	retainer; vassal; follower
けれども	けれども	2853889	L5	but; however; although
コイン	こいん	1049870	L5	coin
こういう	こういう	1004320	L5	such; this sort of; like this
交番	こうばん	1272500	L5	police box; koban; small neighborhood police 
こぐ	こぐ	1400530	L5	to row; to paddle; to scull
心から	こころから	1853490	L5	from the bottom of one's heart; heartily; sin
こする	こする	1298910	L5	to rub; to scrub; to scrape
こっそり	こっそり	1004520	L5	stealthily; secretly; in secret
小舟	こぶね	1348250	L5	small boat
こぼれる	こぼれる	1557650	L5	to spill; to fall out of; to overflow
コンピューター	こんぴゅーたー	1053350	L5	computer
碁	ご	1270870	L5	go (board game)
ご主人	ごしゅじん	1270390	L5	your husband; her husband
ごみ	ごみ	1369900	L5	rubbish; trash; garbage
ごめん	ごめん	1270670	L5	I'm sorry; my apologies; excuse me
裂け目	さけめ	1558620	L5	tear; rip; rent
裂ける	さける	1558610	L5	to split; to tear; to burst
さっそく	さっそく	1400300	L5	at once; immediately; without delay
さっと	さっと	1005200	L5	quickly (esp. actions)
悟る	さとる	1270850	L5	to sense; to perceive; to notice
サファイア	さふぁいあ	1057110	L5	sapphire
サーカス	さーかす	1054750	L5	circus
財宝	ざいほう	1296990	L5	treasure
しかけ	しかけ	1594100	L5	device; contrivance; mechanism
しかたない	しかたない	1305440	L5	there's no (other) way
敷く	しく	1497020	L5	to spread out (e.g. a futon); to lay out
静けさ	しずけさ	1381830	L5	stillness; silence; quiet
下書き	したがき	1185370	L5	draft; rough copy
七月	しちがつ	1319280	L5	July
しっかり	しっかり	1594400	L5	tightly (holding on); firmly; securely
占める	しめる	1389460	L5	to account for; to make up; to take up
湿る	しめる	1320390	L5	to become damp; to become moist; to become we
しゃがむ	しゃがむ	1005630	L5	to squat; to crouch
シャッター	しゃったー	1061440	L5	(camera) shutter
商船	しょうせん	1347110	L5	merchant ship
商店街	しょうてんがい	1347190	L5	shopping district; shopping street; downtown
書道	しょどう	1344130	L5	calligraphy (esp. Asian calligraphy based on 
ショー	しょー	1062240	L5	show; performance
しるし	しるし	1168060	L5	mark; sign
診療所	しんりょうじょ	1610680	L5	clinic; medical office; infirmary
地主	じぬし	1421150	L5	landowner; landlord; landlady
ジャングル	じゃんぐる	1065790	L5	jungle
十一月	じゅういちがつ	1334480	L5	November
銃声	じゅうせい	1337070	L5	sound of a gunshot; report of a gun
じゅうたん	じゅうたん	1595370	L5	carpet; rug; runner
呪文	じゅもん	1330160	L5	spell; charm; incantation
自由に	じゆうに	1318740	L5	freely; at liberty; at will
水車	すいしゃ	1371600	L5	water wheel
水夫	すいふ	1372000	L5	sailor; seaman
水路	すいろ	1372290	L5	waterway; canal; channel
数年	すうねん	1373230	L5	several years; a few years
杉	すぎ	1373520	L5	Japanese cedar (Cryptomeria japonica)
杉林	すぎばやし	1886830	L5	cryptomeria forest
スケジュール	すけじゅーる	1068870	L5	schedule; program; calendar
鈴	すず	1557580	L5	bell (often globular)
硯	すずり	1956220	L5	inkstone
ステージ	すてーじ	1070320	L5	stage (platform)
スマホ	すまほ	2641300	L5	smartphone; smart phone
墨	すみ	1521510	L5	sumi; India ink; Chinese ink
ずいぶん	ずいぶん	1372800	L5	very; extremely; surprisingly
責任感	せきにんかん	1645890	L5	sense of responsibility
せみ	せみ	1387080	L5	cicada; locust
船内	せんない	2015970	L5	on-board ship; inboard
そういう	そういう	1394680	L5	such; like that; that sort of
そうすれば	そうすれば	2084030	L5	if so; in that case; in that situation
添える	そえる	1596490	L5	to garnish; to accompany (as a card does a gi
袖	そで	1406000	L5	sleeve
供える	そなえる	1233580	L5	to offer; to sacrifice; to dedicate
そのまま	そのまま	1406030	L5	without change; as is
背く	そむく	1472680	L5	to run counter to; to go against; to disobey
染める	そめる	1391160	L5	to dye; to colour; to color
それでも	それでも	1406060	L5	but (still); and yet; nevertheless
それに	それに	1007040	L5	besides; in addition; also
それより	それより	2026520	L5	apart from that; other than that; leaving tha
そろう	そろう	1406110	L5	to be complete; to be all present; to make a 
象	ぞう	1351830	L5	elephant (Elephantidae spp.)
大群	たいぐん	1413520	L5	large crowd; large herd; large flock
畳	たたみ	1356750	L5	tatami mat; Japanese straw floor coverings
立ち止まる	たちどまる	1551350	L5	to stop (in one's tracks); to come to a stop;
立てこもる	たてこもる	1597080	L5	to shut oneself in (one's house, room, etc.);
たどり着く	たどりつく	1416680	L5	to (finally) arrive at; to reach (at last); t
貯める	ためる	1427160	L5	to save up (money)
樽	たる	1633680	L5	cask; barrel
たんす	たんす	1418990	L5	chest of drawers; bureau; cabinet
田んぼ	たんぼ	1442840	L5	rice field; rice paddy; paddy field
大根	だいこん	1413730	L5	daikon (variety of large white Oriental radis
大事	だいじ	1413940	L5	important; serious; crucial
大事にする	だいじにする	2837822	L5	to take good care of; to treasure; to value
ダイヤモンド	だいやもんど	1076890	L5	diamond
抱き合う	だきあう	1516350	L5	to embrace each other
抱きしめる	だきしめる	1516320	L5	to hug (someone) tight; to embrace; to give (
団子	だんご	1419240	L5	dango; dumpling (usu. sweet); doughboy
だんだん	だんだん	1597350	L5	gradually; by degrees; little by little
誓い	ちかい	1381200	L5	oath; vow
チケット	ちけっと	1077720	L5	ticket
茶屋	ちゃや	1422620	L5	teahouse; (Edo period) rest stop
提灯	ちょうちん	1436450	L5	paper lantern; Chinese lantern; Japanese lant
ちょっと	ちょっと	1163940	L5	a little; a bit; slightly
散らばる	ちらばる	1303480	L5	to be scattered about; to disperse; to be lit
チーズ	ちーず	1077330	L5	cheese
ついていく	ついていく	1495580	L5	to accompany; to follow; to keep up with
